"URL","HTTP","Раздел","Роль","Полезность_для_SEO","Приоритет","Готовность_не_ИКС","Вывод","Запросы","Базовая_частотность_не_суммировать","Статус_спроса","Sitemap","Входящие","Входящие_контент","Битые_ссылки","Ближайший_текст","Сходство","Основной_URL_кандидат","Действия","Визуальная_проверка","Источник"
"https://zakazminivena.ru/routes/ekaterinburg-chelyabinsk","200","Межгород","Ядро-кандидат","Высокая потенциальная","P1","83","Полезная маршрутная посадочная Екатеринбург → Челябинск, 210 км. Соответствует приоритету средней дальности. Есть описание и цена, но нет встроенной формы в основном HTML.","минивэн екатеринбург челябинск | такси минивэн Екатеринбург Челябинск | заказать минивэн Екатеринбург Челябинск | групповой трансфер из екатеринбурга в челябинск","30","Измерена базовая фраза","true","307","10","","/routes/chelyabinsk-ekaterinburg","0.637","","Дать встроенный подбор/форму или явный переход с сохранением параметров поездки. | Добавить интерактивный выбор числа и размера вещей с подтверждением компоновки.","Отдельно не просмотрен","evidence/pages/4e2778321f1a7ed4.json"
"https://zakazminivena.ru/routes/chelyabinsk-ekaterinburg","200","Межгород","Ядро-кандидат","Высокая потенциальная","P1","83","Полезная маршрутная посадочная Челябинск → Екатеринбург, 210 км. Соответствует приоритету средней дальности. Есть описание и цена, но нет встроенной формы в основном HTML.","минивэн екатеринбург челябинск | такси минивэн Челябинск Екатеринбург | заказать минивэн Челябинск Екатеринбург | минивэн челябинск екатеринбург","30","Измерена базовая фраза","true","5","5","","/routes/ekaterinburg-chelyabinsk","0.637","","Дать встроенный подбор/форму или явный переход с сохранением параметров поездки. | Добавить интерактивный выбор числа и размера вещей с подтверждением компоновки.","Отдельно не просмотрен","evidence/pages/225baf379c9774f5.json"
"https://zakazminivena.ru/routes/ekaterinburg-tyumen","200","Межгород","Ядро-кандидат","Высокая потенциальная","P1","83","Полезная маршрутная посадочная Екатеринбург → Тюмень, 330 км. Соответствует приоритету средней дальности. Есть описание и цена, но нет встроенной формы в основном HTML.","минивэн екатеринбург тюмень | такси минивэн Екатеринбург Тюмень | заказать минивэн Екатеринбург Тюмень | такси минивэн екатеринбург до тюмени и обратно цена","13","Измерена базовая фраза","true","5","5","","/routes/tyumen-ekaterinburg","0.627","","Дать встроенный подбор/форму или явный переход с сохранением параметров поездки. | Добавить интерактивный выбор числа и размера вещей с подтверждением компоновки.","Отдельно не просмотрен","evidence/pages/0b61a968d2f575ae.json"
"https://zakazminivena.ru/routes/tyumen-ekaterinburg","200","Межгород","Ядро-кандидат","Высокая потенциальная","P2","83","Полезная маршрутная посадочная Тюмень → Екатеринбург, 330 км. Соответствует приоритету средней дальности. Есть описание и цена, но нет встроенной формы в основном HTML.","минивэн екатеринбург тюмень | такси минивэн Тюмень Екатеринбург | заказать минивэн Тюмень Екатеринбург | услуга трансфер тюмень екатеринбург","13","Измерена базовая фраза","true","5","5","","/routes/ekaterinburg-tyumen","0.627","","Дать встроенный подбор/форму или явный переход с сохранением параметров поездки. | Добавить интерактивный выбор числа и размера вещей с подтверждением компоновки.","Отдельно не просмотрен","evidence/pages/6724047da3d87546.json"
"https://zakazminivena.ru/routes/ekaterinburg-perm","200","Межгород","Ядро-кандидат","Высокая потенциальная","P2","83","Полезная маршрутная посадочная Екатеринбург → Пермь, 360 км. Соответствует приоритету средней дальности. Есть описание и цена, но нет встроенной формы в основном HTML.","минивэн екатеринбург пермь | такси минивэн Екатеринбург Пермь | заказать минивэн Екатеринбург Пермь","6","Измерена базовая фраза","true","5","5","","/routes/ekaterinburg-kurgan","0.613","","Дать встроенный подбор/форму или явный переход с сохранением параметров поездки. | Добавить интерактивный выбор числа и размера вещей с подтверждением компоновки.","Отдельно не просмотрен","evidence/pages/29e90580b73e335f.json"
"https://zakazminivena.ru/routes/ekaterinburg-kurgan","200","Межгород","Ядро-кандидат","Высокая потенциальная","P2","83","Полезная маршрутная посадочная Екатеринбург → Курган, 365 км. Соответствует приоритету средней дальности. Есть описание и цена, но нет встроенной формы в основном HTML.","минивэн екатеринбург курган | такси минивэн Екатеринбург Курган | заказать минивэн Екатеринбург Курган","","Гипотеза — проверить","true","3","3","","/routes/ekaterinburg-perm","0.613","","Дать встроенный подбор/форму или явный переход с сохранением параметров поездки. | Добавить интерактивный выбор числа и размера вещей с подтверждением компоновки.","Отдельно не просмотрен","evidence/pages/118b9cbe77e0ee6e.json"
"https://zakazminivena.ru/routes/kazan-nizhniy-novgorod","200","Межгород","Ядро-кандидат","Высокая потенциальная","P1","88","Полезная маршрутная посадочная Казань → Нижний Новгород, 420 км. Соответствует приоритету средней дальности. Есть описание и цена, но нет встроенной формы в основном HTML.","минивэн казань нижний новгород | такси минивэн Казань Нижний Новгород | заказать минивэн Казань Нижний Новгород | казань нижний новгород на минивэне","6","Измерена базовая фраза","true","3","3","","/routes/nizhniy-novgorod-kazan","0.541","","Дать встроенный подбор/форму или явный переход с сохранением параметров поездки. | Добавить интерактивный выбор числа и размера вещей с подтверждением компоновки.","Отдельно не просмотрен","evidence/pages/17ea1132f4d2f67e.json"
"https://zakazminivena.ru/routes/nizhniy-novgorod-kazan","200","Межгород","Ядро-кандидат","Высокая потенциальная","P2","88","Полезная маршрутная посадочная Нижний Новгород → Казань, 390 км. Соответствует приоритету средней дальности. Есть описание и цена, но нет встроенной формы в основном HTML.","минивэн казань нижний новгород | такси минивэн Нижний Новгород Казань | заказать минивэн Нижний Новгород Казань | минивены нижний новгород казань","6","Измерена базовая фраза","true","2","2","","/routes/volgograd-saratov","0.56","","Дать встроенный подбор/форму или явный переход с сохранением параметров поездки. | Добавить интерактивный выбор числа и размера вещей с подтверждением компоновки.","Отдельно не просмотрен","evidence/pages/933a0451d4375d14.json"
"https://zakazminivena.ru/routes/kazan-ekaterinburg","200","Межгород","Расширение","Средняя / второй этап","P2","88","Полезная маршрутная посадочная Казань → Екатеринбург, 865 км. За пределами выбранной средней дальности либо локальный трансфер. Есть описание и цена, но нет встроенной формы в основном HTML.","минивэн казань екатеринбург | такси минивэн Казань Екатеринбург | заказать минивэн Казань Екатеринбург","1","Измерена базовая фраза","true","2","2","","/routes/chelyabinsk-ekaterinburg","0.543","","Дать встроенный подбор/форму или явный переход с сохранением параметров поездки. | Добавить интерактивный выбор числа и размера вещей с подтверждением компоновки.","Отдельно не просмотрен","evidence/pages/00f45dfee145e092.json"
"https://zakazminivena.ru/routes/moskva-spb","200","Межгород","Расширение","Средняя / второй этап","P1","88","Полезная маршрутная посадочная Москва → Санкт-Петербург, 700 км. За пределами выбранной средней дальности либо локальный трансфер. Есть описание и цена, но нет встроенной формы в основном HTML.","минивэн москва санкт-петербург | такси минивэн Москва Санкт-Петербург | заказать минивэн Москва Санкт-Петербург | минивэн москва спб","61","Измерена базовая фраза","true","19","19","","/routes/spb-moskva","0.56","","Дать встроенный подбор/форму или явный переход с сохранением параметров поездки. | Добавить интерактивный выбор числа и размера вещей с подтверждением компоновки.","Отдельно не просмотрен","evidence/pages/abcaf6296e22ad95.json"
"https://zakazminivena.ru/routes/spb-moskva","200","Межгород","Расширение","Средняя / второй этап","P1","88","Полезная маршрутная посадочная Санкт-Петербург → Москва, 705 км. За пределами выбранной средней дальности либо локальный трансфер. Есть описание и цена, но нет встроенной формы в основном HTML.","минивэн москва санкт-петербург | такси минивэн Санкт-Петербург Москва | заказать минивэн Санкт-Петербург Москва | в москву на минивене","61","Измерена базовая фраза","true","6","6","","/routes/nizhniy-novgorod-moskva","0.563","","Дать встроенный подбор/форму или явный переход с сохранением параметров поездки. | Добавить интерактивный выбор числа и размера вещей с подтверждением компоновки.","Отдельно не просмотрен","evidence/pages/13670085bffae5d5.json"
"https://zakazminivena.ru/routes/moskva-nizhniy-novgorod","200","Межгород","Ядро-кандидат","Высокая потенциальная","P1","88","Полезная маршрутная посадочная Москва → Нижний Новгород, 460 км. Соответствует приоритету средней дальности. Есть описание и цена, но нет встроенной формы в основном HTML.","минивэн москва нижний новгород | такси минивэн Москва Нижний Новгород | заказать минивэн Москва Нижний Новгород | такси минивэн из москвы в нижний новгород","15","Измерена базовая фраза","true","7","7","","/routes/moskva-suzdal","0.575","","Дать встроенный подбор/форму или явный переход с сохранением параметров поездки. | Добавить интерактивный выбор числа и размера вещей с подтверждением компоновки.","Отдельно не просмотрен","evidence/pages/6002058d661ee5ac.json"
"https://zakazminivena.ru/routes/nizhniy-novgorod-moskva","200","Межгород","Ядро-кандидат","Высокая потенциальная","P2","88","Полезная маршрутная посадочная Нижний Новгород → Москва, 440 км. Соответствует приоритету средней дальности. Есть описание и цена, но нет встроенной формы в основном HTML.","минивэн москва нижний новгород | такси минивэн Нижний Новгород Москва | заказать минивэн Нижний Новгород Москва","15","Измерена базовая фраза","true","5","5","","/routes/kazan-moskva","0.575","","Дать встроенный подбор/форму или явный переход с сохранением параметров поездки. | Добавить интерактивный выбор числа и размера вещей с подтверждением компоновки.","Отдельно не просмотрен","evidence/pages/ac566c9db9b0d647.json"
"https://zakazminivena.ru/routes/moskva-voronezh","200","Межгород","Расширение","Средняя / второй этап","P2","83","Полезная маршрутная посадочная Москва → Воронеж, 515 км. За пределами выбранной средней дальности либо локальный трансфер. Есть описание и цена, но нет встроенной формы в основном HTML.","минивэн москва воронеж | такси минивэн Москва Воронеж | заказать минивэн Москва Воронеж","17","Измерена базовая фраза","true","6","6","","/routes/voronezh-moskva","0.658","","Дать встроенный подбор/форму или явный переход с сохранением параметров поездки. | Добавить интерактивный выбор числа и размера вещей с подтверждением компоновки.","Отдельно не просмотрен","evidence/pages/e3941051992afa92.json"
"https://zakazminivena.ru/routes/voronezh-moskva","200","Межгород","Расширение","Средняя / второй этап","P1","83","Полезная маршрутная посадочная Воронеж → Москва, 515 км. За пределами выбранной средней дальности либо локальный трансфер. Есть описание и цена, но нет встроенной формы в основном HTML.","минивэн москва воронеж | такси минивэн Воронеж Москва | заказать минивэн Воронеж Москва | такси минивэн с воронежа в москву","17","Измерена базовая фраза","true","307","3","","/routes/moskva-voronezh","0.658","","Дать встроенный подбор/форму или явный переход с сохранением параметров поездки. | Добавить интерактивный выбор числа и размера вещей с подтверждением компоновки.","Отдельно не просмотрен","evidence/pages/bb2697f560745bb1.json"
"https://zakazminivena.ru/routes/moskva-kazan","200","Межгород","Расширение","Средняя / второй этап","P1","88","Полезная маршрутная посадочная Москва → Казань, 805 км. За пределами выбранной средней дальности либо локальный трансфер. Есть описание и цена, но нет встроенной формы в основном HTML.","минивэн москва казань | такси минивэн Москва Казань | заказать минивэн Москва Казань","53","Измерена базовая фраза","true","3","3","","/routes/kazan-moskva","0.57","","Дать встроенный подбор/форму или явный переход с сохранением параметров поездки. | Добавить интерактивный выбор числа и размера вещей с подтверждением компоновки.","Отдельно не просмотрен","evidence/pages/19f3690e0635960c.json"
"https://zakazminivena.ru/routes/kazan-moskva","200","Межгород","Расширение","Средняя / второй этап","P1","88","Полезная маршрутная посадочная Казань → Москва, 810 км. За пределами выбранной средней дальности либо локальный трансфер. Есть описание и цена, но нет встроенной формы в основном HTML.","минивэн москва казань | такси минивэн Казань Москва | заказать минивэн Казань Москва | доехать на минивене из казани в москву","53","Измерена базовая фраза","true","2","2","","/routes/nizhniy-novgorod-moskva","0.575","","Дать встроенный подбор/форму или явный переход с сохранением параметров поездки. | Добавить интерактивный выбор числа и размера вещей с подтверждением компоновки.","Отдельно не просмотрен","evidence/pages/24abb2554bd71e0a.json"
"https://zakazminivena.ru/routes/moskva-yaroslavl","200","Межгород","Ядро-кандидат","Высокая потенциальная","P2","83","Полезная маршрутная посадочная Москва → Ярославль, 265 км. Соответствует приоритету средней дальности. Есть описание и цена, но нет встроенной формы в основном HTML.","минивэн москва ярославль | такси минивэн Москва Ярославль | заказать минивэн Москва Ярославль | москва ярославль минивэн заказ","14","Измерена базовая фраза","true","3","3","","/routes/yaroslavl-moskva","0.653","","Дать встроенный подбор/форму или явный переход с сохранением параметров поездки. | Добавить интерактивный выбор числа и размера вещей с подтверждением компоновки.","Отдельно не просмотрен","evidence/pages/3890f98c94588e73.json"
"https://zakazminivena.ru/routes/yaroslavl-moskva","200","Межгород","Ядро-кандидат","Высокая потенциальная","P2","83","Полезная маршрутная посадочная Ярославль → Москва, 265 км. Соответствует приоритету средней дальности. Есть описание и цена, но нет встроенной формы в основном HTML.","минивэн москва ярославль | такси минивэн Ярославль Москва | заказать минивэн Ярославль Москва","14","Измерена базовая фраза","true","2","2","","/routes/moskva-yaroslavl","0.653","","Дать встроенный подбор/форму или явный переход с сохранением параметров поездки. | Добавить интерактивный выбор числа и размера вещей с подтверждением компоновки.","Отдельно не просмотрен","evidence/pages/859c497896e1c4e7.json"
"https://zakazminivena.ru/routes/moskva-suzdal","200","Межгород","Ядро-кандидат","Высокая потенциальная","P1","88","Полезная маршрутная посадочная Москва → Суздаль, 230 км. Соответствует приоритету средней дальности. Есть описание и цена, но нет встроенной формы в основном HTML.","минивэн москва суздаль | такси минивэн Москва Суздаль | заказать минивэн Москва Суздаль | минивены в суздаль из москвы","7","Измерена базовая фраза","true","3","3","","/routes/moskva-nizhniy-novgorod","0.575","","Дать встроенный подбор/форму или явный переход с сохранением параметров поездки. | Добавить интерактивный выбор числа и размера вещей с подтверждением компоновки.","Отдельно не просмотрен","evidence/pages/e32fdf71720f2ebb.json"
"https://zakazminivena.ru/routes/moskva-vladimir","200","Межгород","Ядро-кандидат","Высокая потенциальная","P2","83","Полезная маршрутная посадочная Москва → Владимир, 185 км. Соответствует приоритету средней дальности. Есть описание и цена, но нет встроенной формы в основном HTML.","минивэн москва владимир | такси минивэн Москва Владимир | заказать минивэн Москва Владимир","3","Измерена базовая фраза","true","2","2","","/routes/moskva-tula","0.658","","Дать встроенный подбор/форму или явный переход с сохранением параметров поездки. | Добавить интерактивный выбор числа и размера вещей с подтверждением компоновки.","Отдельно не просмотрен","evidence/pages/f18acb9922638b22.json"
"https://zakazminivena.ru/routes/moskva-tver","200","Межгород","Ядро-кандидат","Высокая потенциальная","P1","88","Полезная маршрутная посадочная Москва → Тверь, 165 км. Соответствует приоритету средней дальности. Есть описание и цена, но нет встроенной формы в основном HTML.","минивэн москва тверь | такси минивэн Москва Тверь | заказать минивэн Москва Тверь","23","Измерена базовая фраза","true","2","2","","/routes/moskva-tula","0.561","","Дать встроенный подбор/форму или явный переход с сохранением параметров поездки. | Добавить интерактивный выбор числа и размера вещей с подтверждением компоновки.","Отдельно не просмотрен","evidence/pages/a8d581d900864957.json"
"https://zakazminivena.ru/routes/moskva-tula","200","Межгород","Ядро-кандидат","Высокая потенциальная","P2","83","Полезная маршрутная посадочная Москва → Тула, 185 км. Соответствует приоритету средней дальности. Есть описание и цена, но нет встроенной формы в основном HTML.","минивэн москва тула | такси минивэн Москва Тула | заказать минивэн Москва Тула | заказать минивэн из москвы в тулу","15","Измерена базовая фраза","true","2","2","","/routes/moskva-vladimir","0.658","","Дать встроенный подбор/форму или явный переход с сохранением параметров поездки. | Добавить интерактивный выбор числа и размера вещей с подтверждением компоновки.","Отдельно не просмотрен","evidence/pages/fd617a666d56b961.json"
"https://zakazminivena.ru/routes/moskva-ryazan","200","Межгород","Ядро-кандидат","Высокая потенциальная","P1","88","Полезная маршрутная посадочная Москва → Рязань, 200 км. Соответствует приоритету средней дальности. Есть описание и цена, но нет встроенной формы в основном HTML.","минивэн москва рязань | такси минивэн Москва Рязань | заказать минивэн Москва Рязань | заказать минивэн с водителем москва-рязань","11","Измерена базовая фраза","true","2","2","","/routes/moskva-kaluga","0.584","","Дать встроенный подбор/форму или явный переход с сохранением параметров поездки. | Добавить интерактивный выбор числа и размера вещей с подтверждением компоновки.","Отдельно не просмотрен","evidence/pages/94d5df59e2840296.json"
"https://zakazminivena.ru/routes/moskva-kaluga","200","Межгород","Ядро-кандидат","Высокая потенциальная","P2","88","Полезная маршрутная посадочная Москва → Калуга, 220 км. Соответствует приоритету средней дальности. Есть описание и цена, но нет встроенной формы в основном HTML.","минивэн москва калуга | такси минивэн Москва Калуга | заказать минивэн Москва Калуга","2","Измерена базовая фраза","true","2","2","","/routes/moskva-ryazan","0.584","","Дать встроенный подбор/форму или явный переход с сохранением параметров поездки. | Добавить интерактивный выбор числа и размера вещей с подтверждением компоновки.","Отдельно не просмотрен","evidence/pages/0108ae5e46f521bb.json"
"https://zakazminivena.ru/routes/moskva-kostroma","200","Межгород","Ядро-кандидат","Высокая потенциальная","P2","88","Полезная маршрутная посадочная Москва → Кострома, 350 км. Соответствует приоритету средней дальности. Есть описание и цена, но нет встроенной формы в основном HTML.","минивэн москва кострома | такси минивэн Москва Кострома | заказать минивэн Москва Кострома","9","Измерена базовая фраза","true","2","2","","/routes/moskva-nizhniy-novgorod","0.571","","Дать встроенный подбор/форму или явный переход с сохранением параметров поездки. | Добавить интерактивный выбор числа и размера вещей с подтверждением компоновки.","Отдельно не просмотрен","evidence/pages/f7ada8e23411a87e.json"
"https://zakazminivena.ru/routes/spb-velikiy-novgorod","200","Межгород","Ядро-кандидат","Высокая потенциальная","P2","88","Полезная маршрутная посадочная Санкт-Петербург → Великий Новгород, 195 км. Соответствует приоритету средней дальности. Есть описание и цена, но нет встроенной формы в основном HTML.","минивэн санкт-петербург великий новгород | такси минивэн Санкт-Петербург Великий Новгород | заказать минивэн Санкт-Петербург Великий Новгород | такси питер великий новгород минивен","1","Измерена базовая фраза","true","3","3","","/routes/spb-petrozavodsk","0.571","","Дать встроенный подбор/форму или явный переход с сохранением параметров поездки. | Добавить интерактивный выбор числа и размера вещей с подтверждением компоновки.","Отдельно не просмотрен","evidence/pages/45c89caadd2c612e.json"
"https://zakazminivena.ru/routes/spb-pskov","200","Межгород","Ядро-кандидат","Высокая потенциальная","P2","88","Полезная маршрутная посадочная Санкт-Петербург → Псков, 295 км. Соответствует приоритету средней дальности. Есть описание и цена, но нет встроенной формы в основном HTML.","минивэн санкт-петербург псков | такси минивэн Санкт-Петербург Псков | заказать минивэн Санкт-Петербург Псков | аренда авто с спб в псков","2","Измерена базовая фраза","true","3","3","","/routes/spb-velikiy-novgorod","0.566","","Дать встроенный подбор/форму или явный переход с сохранением параметров поездки. | Добавить интерактивный выбор числа и размера вещей с подтверждением компоновки.","Отдельно не просмотрен","evidence/pages/1f899b106cef4fad.json"
"https://zakazminivena.ru/routes/spb-petrozavodsk","200","Межгород","Ядро-кандидат","Высокая потенциальная","P2","88","Полезная маршрутная посадочная Санкт-Петербург → Петрозаводск, 430 км. Соответствует приоритету средней дальности. Есть описание и цена, но нет встроенной формы в основном HTML.","минивэн санкт-петербург петрозаводск | такси минивэн Санкт-Петербург Петрозаводск | заказать минивэн Санкт-Петербург Петрозаводск | минивэн санкт петербург петрозаводск","2","Измерена базовая фраза","true","3","3","","/routes/spb-velikiy-novgorod","0.571","","Дать встроенный подбор/форму или явный переход с сохранением параметров поездки. | Добавить интерактивный выбор числа и размера вещей с подтверждением компоновки.","Отдельно не просмотрен","evidence/pages/2b89d643c108a624.json"
"https://zakazminivena.ru/routes/voronezh-lipetsk","200","Межгород","Расширение","Средняя / второй этап","P2","83","Полезная маршрутная посадочная Воронеж → Липецк, 125 км. За пределами выбранной средней дальности либо локальный трансфер. Есть описание и цена, но нет встроенной формы в основном HTML.","минивэн воронеж липецк | такси минивэн Воронеж Липецк | заказать минивэн Воронеж Липецк","2","Измерена базовая фраза","true","2","2","","/routes/voronezh-kursk","0.613","","Дать встроенный подбор/форму или явный переход с сохранением параметров поездки. | Добавить интерактивный выбор числа и размера вещей с подтверждением компоновки.","Отдельно не просмотрен","evidence/pages/06664f647d6859cf.json"
"https://zakazminivena.ru/routes/voronezh-belgorod","200","Межгород","Ядро-кандидат","Высокая потенциальная","P2","88","Полезная маршрутная посадочная Воронеж → Белгород, 255 км. Соответствует приоритету средней дальности. Есть описание и цена, но нет встроенной формы в основном HTML.","минивэн воронеж белгород | такси минивэн Воронеж Белгород | заказать минивэн Воронеж Белгород","","Гипотеза — проверить","true","2","2","","/routes/voronezh-kursk","0.582","","Дать встроенный подбор/форму или явный переход с сохранением параметров поездки. | Добавить интерактивный выбор числа и размера вещей с подтверждением компоновки.","Отдельно не просмотрен","evidence/pages/823225caad93e1c1.json"
"https://zakazminivena.ru/routes/voronezh-kursk","200","Межгород","Ядро-кандидат","Высокая потенциальная","P2","83","Полезная маршрутная посадочная Воронеж → Курск, 225 км. Соответствует приоритету средней дальности. Есть описание и цена, но нет встроенной формы в основном HTML.","минивэн воронеж курск | такси минивэн Воронеж Курск | заказать минивэн Воронеж Курск","1","Измерена базовая фраза","true","2","2","","/routes/voronezh-tambov","0.654","","Дать встроенный подбор/форму или явный переход с сохранением параметров поездки. | Добавить интерактивный выбор числа и размера вещей с подтверждением компоновки.","Отдельно не просмотрен","evidence/pages/12bf90495c95b3a5.json"
"https://zakazminivena.ru/routes/voronezh-tambov","200","Межгород","Ядро-кандидат","Высокая потенциальная","P2","83","Полезная маршрутная посадочная Воронеж → Тамбов, 220 км. Соответствует приоритету средней дальности. Есть описание и цена, но нет встроенной формы в основном HTML.","минивэн воронеж тамбов | такси минивэн Воронеж Тамбов | заказать минивэн Воронеж Тамбов | стоимость такси воронеж тамбов","","Гипотеза — проверить","true","2","2","","/routes/voronezh-kursk","0.654","","Дать встроенный подбор/форму или явный переход с сохранением параметров поездки. | Добавить интерактивный выбор числа и размера вещей с подтверждением компоновки.","Отдельно не просмотрен","evidence/pages/4c8314b555443e1a.json"
"https://zakazminivena.ru/routes/novosibirsk-barnaul","200","Межгород","Ядро-кандидат","Высокая потенциальная","P2","88","Полезная маршрутная посадочная Новосибирск → Барнаул, 240 км. Соответствует приоритету средней дальности. Есть описание и цена, но нет встроенной формы в основном HTML.","минивэн новосибирск барнаул | такси минивэн Новосибирск Барнаул | заказать минивэн Новосибирск Барнаул","4","Измерена базовая фраза","true","3","3","","/routes/novosibirsk-kemerovo","0.597","","Дать встроенный подбор/форму или явный переход с сохранением параметров поездки. | Добавить интерактивный выбор числа и размера вещей с подтверждением компоновки.","Отдельно не просмотрен","evidence/pages/41430a933b416d4c.json"
"https://zakazminivena.ru/routes/novosibirsk-tomsk","200","Межгород","Ядро-кандидат","Высокая потенциальная","P2","83","Полезная маршрутная посадочная Новосибирск → Томск, 260 км. Соответствует приоритету средней дальности. Есть описание и цена, но нет встроенной формы в основном HTML.","минивэн новосибирск томск | такси минивэн Новосибирск Томск | заказать минивэн Новосибирск Томск","6","Измерена базовая фраза","true","3","3","","/routes/novosibirsk-kemerovo","0.682","","Дать встроенный подбор/форму или явный переход с сохранением параметров поездки. | Добавить интерактивный выбор числа и размера вещей с подтверждением компоновки.","Отдельно не просмотрен","evidence/pages/56a5b81c737ec80d.json"
"https://zakazminivena.ru/routes/novosibirsk-kemerovo","200","Межгород","Ядро-кандидат","Высокая потенциальная","P2","83","Полезная маршрутная посадочная Новосибирск → Кемерово, 260 км. Соответствует приоритету средней дальности. Есть описание и цена, но нет встроенной формы в основном HTML.","минивэн новосибирск кемерово | такси минивэн Новосибирск Кемерово | заказать минивэн Новосибирск Кемерово | заказать минивэн из новосибирска в кемерово","12","Измерена базовая фраза","true","3","3","","/routes/novosibirsk-tomsk","0.682","","Дать встроенный подбор/форму или явный переход с сохранением параметров поездки. | Добавить интерактивный выбор числа и размера вещей с подтверждением компоновки.","Отдельно не просмотрен","evidence/pages/529e528ebc126aff.json"
"https://zakazminivena.ru/routes/novosibirsk-omsk","200","Межгород","Расширение","Средняя / второй этап","P2","88","Полезная маршрутная посадочная Новосибирск → Омск, 650 км. За пределами выбранной средней дальности либо локальный трансфер. Есть описание и цена, но нет встроенной формы в основном HTML.","минивэн новосибирск омск | такси минивэн Новосибирск Омск | заказать минивэн Новосибирск Омск","2","Измерена базовая фраза","true","3","3","","/routes/novosibirsk-kemerovo","0.562","","Дать встроенный подбор/форму или явный переход с сохранением параметров поездки. | Добавить интерактивный выбор числа и размера вещей с подтверждением компоновки.","Отдельно не просмотрен","evidence/pages/90e5c0e1c6eb7f8c.json"
"https://zakazminivena.ru/routes/volgograd-rostov","200","Межгород","Ядро-кандидат","Высокая потенциальная","P2","88","Полезная маршрутная посадочная Волгоград → Ростов-на-Дону, 490 км. Соответствует приоритету средней дальности. Есть описание и цена, но нет встроенной формы в основном HTML.","минивэн волгоград ростов-на-дону | такси минивэн Волгоград Ростов-на-Дону | заказать минивэн Волгоград Ростов-на-Дону","3","Измерена базовая фраза","true","3","3","","/routes/volgograd-saratov","0.563","","Дать встроенный подбор/форму или явный переход с сохранением параметров поездки. | Добавить интерактивный выбор числа и размера вещей с подтверждением компоновки.","Отдельно не просмотрен","evidence/pages/df5d58d48ca94888.json"
